1000
878,881
412,796
187,571
438,888
94,735
205,691
616,769
250,430
179,711
868,878
102,519
34,996
493,842
157,466
131,939
379,681
31,440
460,873
540,767
728,808
117,526
640,836
579,919
626,852
13,183
257,380
186,786
66,589
590,693
262,736
540,983
1,850
782,901
194,505
507,856
951,981
105,671
204,486
127,844
801,817
487,911
355,690
363,500
610,916
390,900
522,706
679,959
699,826
257,569
202,587
171,952
527,723
338,748
311,444
372,452
212,971
56,478
134,353
451,878
6,721
77,100
248,276
114,862
125,190
410,574
665,691
394,659
52,251
195,788
150,298
37,978
120,860
65,690
163,530
58,520
441,694
278,789
448,939
85,505
511,992
209,907
220,863
711,888
395,561
51,630
187,599
100,183
262,888
600,681
190,992
410,856
362,634
64,494
26,161
257,762
591,829
342,751
158,191
199,573
705,802
293,414
586,975
186,815
283,802
399,784
318,657
51,985
496,642
381,845
570,787
92,938
585,710
291,638
439,790
177,703
464,726
270,305
106,802
762,768
98,561
390,965
58,236
54,598
561,659
399,668
132,998
99,914
298,588
473,833
536,985
381,425
530,959
88,382
550,932
2,88
537,893
590,956
75,440
537,927
217,393
111,122
159,354
235,607
313,655
515,553
434,487
283,507
578,809
594,830
801,993
61,481
99,682
272,553
110,743
646,940
148,541
584,801
632,775
839,942
509,999
26,576
514,529
89,692
104,720
60,448
368,916
34,254
139,260
713,753
817,825
23,809
513,598
142,161
246,995
756,929
125,795
175,444
129,938
709,902
148,584
184,581
64,206
133,591
259,403
324,529
56,225
644,858
650,659
272,795
781,959
50,897
211,829
711,819
518,796
8,317
156,634
232,656
370,513
86,497
523,923
399,931
2,220
881,981
133,807
710,930
492,783
250,512
719,813
101,286
444,489
217,921
44,608
86,438
234,658
714,826
715,792
493,772
135,580
543,992
28,563
275,571
392,619
18,485
69,670
419,470
200,237
217,993
76,820
639,897
27,261
486,720
420,809
153,612
259,675
489,783
134,570
180,620
705,828
259,609
421,948
59,485
127,333
339,639
110,441
367,536
127,315
479,535
480,575
308,862
365,409
77,600
772,836
131,779
715,801
91,385
18,277
356,479
8,511
266,593
218,826
79,107
35,346
585,905
657,887
664,673
503,602
477,877
370,863
117,339
296,957
344,558
70,173
327,581
190,446
271,611
926,979
264,635
330,592
31,729
426,836
336,540
366,698
203,390
553,695
935,949
188,985
809,914
210,651
395,949
597,845
96,743
166,382
264,647
259,666
432,978
372,726
329,635
61,532
304,348
404,473
126,704
713,834
101,500
914,931
344,768
61,716
157,570
571,764
439,645
313,631
630,991
301,349
623,915
737,751
182,248
276,368
682,814
345,764
267,369
177,291
389,944
70,223
371,717
165,682
163,334
596,683
4,739
704,730
464,636
353,554
564,951
666,755
294,845
385,576
813,941
304,921
77,913
151,499
519,902
390,650
594,991
141,333
11,469
174,506
588,787
9,419
85,718
263,623
30,75
253,876
631,929
44,192
264,904
542,886
140,278
326,777
275,306
705,850
328,831
89,581
415,474
285,362
60,408
204,834
45,924
18,134
663,802
499,994
180,770
58,656
488,856
460,998
91,143
140,989
307,881
142,595
50,288
354,880
100,954
832,981
358,465
339,971
189,607
185,882
75,449
426,649
328,684
121,497
445,515
10,727
529,793
118,184
215,535
579,865
486,615
138,865
458,710
730,850
221,949
135,302
65,562
407,664
451,818
625,803
12,231
21,890
593,947
10,615
86,659
37,942
185,704
410,758
297,307
524,583
122,159
407,481
160,513
163,651
282,692
526,660
236,707
49,101
436,448
157,372
273,350
141,625
82,191
32,548
101,316
91,886
17,264
112,663
193,920
59,461
653,740
778,915
793,998
665,960
55,919
563,965
447,755
177,453
31,480
237,287
682,715
185,390
359,538
290,725
554,864
199,866
4,721
275,672
590,632
722,778
712,856
90,347
104,893
310,423
437,608
276,807
172,441
173,692
291,853
804,904
21,369
914,994
330,748
1,368
149,706
162,355
185,655
95,146
531,902
108,158
588,923
412,797
203,418
879,929
576,686
212,764
561,906
571,903
489,634
192,891
171,390
139,997
185,658
44,469
405,441
626,853
10,374
726,761
351,731
593,954
281,384
189,886
200,327
35,439
198,671
567,649
561,762
148,806
626,666
674,837
252,953
780,854
266,334
656,893
145,211
204,239
357,670
370,431
59,613
796,905
188,434
880,956
218,633
178,894
644,733
309,419
288,655
173,808
277,546
220,596
96,783
26,117
285,430
653,773
523,924
30,239
968,977
62,580
277,575
305,339
9,28
167,366
311,546
16,750
209,979
101,346
555,928
260,905
374,657
851,876
250,508
430,554
2,967
225,841
278,499
224,394
153,828
123,941
290,698
276,364
339,996
53,189
94,282
315,821
394,569
520,823
705,859
431,836
308,613
272,958
350,878
338,639
19,190
108,751
191,335
260,600
345,765
623,692
9,793
68,426
289,588
594,841
70,634
915,931
783,796
300,971
508,730
96,248
578,593
147,971
256,495
80,730
21,940
35,971
270,528
192,779
163,352
566,630
372,894
474,507
306,653
320,859
575,598
620,854
131,577
463,618
24,607
339,993
232,697
261,760
75,685
328,987
474,628
729,753
53,688
751,959
39,67
761,934
55,77
352,565
83,777
7,454
3,523
579,867
495,887
297,707
200,797
35,805
585,831
471,836
323,665
351,749
516,562
559,776
318,924
536,682
247,604
357,884
224,286
223,798
53,56
522,911
409,972
598,685
545,941
30,770
88,553
349,613
703,745
289,496
599,872
643,903
755,900
586,670
511,643
209,804
25,712
239,880
214,585
288,704
552,802
259,995
711,920
168,228
315,504
541,827
472,482
80,763
378,537
266,396
701,945
299,440
110,154
11,948
316,659
346,375
41,946
349,560
848,948
45,338
331,471
355,788
91,626
23,46
152,967
368,750
523,618
81,838
277,973
40,584
385,532
92,313
190,509
757,887
151,395
418,492
444,518
627,768
228,451
808,809
942,979
811,885
380,706
38,103
334,717
492,530
14,687
127,306
425,988
610,676
335,934
108,632
27,79
592,768
281,354
239,897
188,320
329,584
437,456
711,769
141,805
191,959
264,824
49,251
926,971
426,445
431,488
602,724
106,543
470,716
478,590
67,719
133,551
536,665
66,391
775,999
19,374
17,328
45,782
463,678
560,842
440,667
364,462
514,521
118,294
588,701
301,379
536,782
147,437
492,737
576,931
622,712
527,787
322,472
278,698
282,975
584,885
690,916
770,886
235,369
436,745
612,931
288,619
505,641
204,688
570,574
347,392
253,850
43,398
382,775
224,665
40,416
82,466
81,322
558,560
466,782
523,678
260,550
874,968
286,847
316,789
65,534
560,729
43,720
380,535
158,974
14,924
292,311
64,973
601,713
250,620
604,716
433,762
30,886
21,886
759,887
12,723
286,381
134,805
75,146
261,479
39,320
830,845
132,915
534,982
287,674
540,569
167,956
561,662
102,939
502,524
577,624
76,95
121,635
29,144
322,594
46,787
74,354
475,637
394,542
148,800
597,695
114,642
699,972
425,775
6,219
363,541
74,746
16,91
218,391
446,962
87,117
584,852
412,717
291,655
690,764
340,908
337,706
139,909
160,919
364,837
151,904
47,592
20,925
380,915
900,971
231,955
93,511
688,933
5,222
302,308
103,853
517,792
734,780
494,880
686,701
115,384
223,324
220,315
364,819
228,288
730,967
243,622
179,678
36,129
187,358
196,199
434,644
404,414
188,848
625,964
293,706
142,519
235,886
394,459
358,632
681,897
383,950
819,901
91,600
235,293
46,160
229,662
659,970
279,337
745,941
490,622
97,486
610,810
558,945
270,389
33,875
99,432
177,537
630,771
528,567
230,475
411,925
218,562
119,347
351,730
311,593
207,702
643,727
339,897
314,566
280,698
186,266
143,420
176,217
431,846
293,689
513,563
38,619
122,165
402,679
284,672
230,986
643,835
64,486
30,643
66,793
9,613
7,755
139,497
216,875
19,496
526,623
189,655
223,870
465,713
373,595
922,999
136,717
340,752
813,869
753,870
288,786
255,297
127,566
47,879
499,779
782,941
533,638
569,878
788,923
328,544
241,639
455,798
122,479
167,866
640,671
447,818
749,818
302,465
387,703
117,373
514,586
187,364
814,893
400,903
52,58
443,789
63,822
390,742
124,993
259,547
195,432
367,766
631,875
440,823
145,184
246,899
379,971
83,268
231,407
636,809
520,611
198,234
541,990
82,368
495,501
345,806
462,559
582,896
700,807
28,219
319,767
180,942
241,569
104,526
533,735
348,597
12,760
231,704
311,427
897,932
223,995
164,277
557,887
293,395
843,886
180,773
459,494
105,207
619,907
772,812
143,780
597,997
267,563
631,768
442,691
174,703
297,445
647,653
830,912
242,872
739,849
149,689
265,404
117,828
121,496
245,651
348,780
299,442
655,713
191,843
618,715
420,849
297,592
773,914
770,872
521,823
386,777
295,900
606,837
492,850
582,764
279,352
448,680
711,869
505,870
167,174
543,881
421,439
144,907
69,450
652,733
515,904
63,135
50,209
76,541
409,707
96,627
523,842
231,918
82,925
237,496
68,849
257,371
31,935
312,741
449,660
110,438
16,849
856,874
780,966
621,983
887,942
314,905
383,905
177,306
289,568
182,692
605,793
538,619
361,925
418,530
700,836
173,219
49,315
57,639
282,378
40,449
317,683
250,892
76,395
55,208
439,565
698,755
37,461
227,741
616,686
394,500
373,384
197,424
161,963
86,713
746,852
627,663
259,400
186,202
387,713
326,379
242,292
24,112
384,697
87,230
811,842
219,761
149,870
606,955
330,359
439,722
154,194
77,419
81,217
201,849
92,612
95,703
406,979
628,644
121,967
34,710
557,598
552,844
222,772
376,722
664,920
578,956
17,310
145,228
397,834
175,899
678,996
505,948
34,105
539,999
164,527
189,949
400,771
301,306
68,972
34,116
446,727
161,928
871,981
332,428
504,897
42,416
277,925
166,901
882,989
87,617
318,394
273,560
16,480
414,891
237,414
196,759
701,824
367,452
82,387
470,809
722,746
681,954
194,973
700,750
659,975
519,843
293,461
223,948
352,838
154,279
150,293
491,743
50,850
543,660
426,791
321,799
105,738
223,585
672,676
33,149
443,644
293,838
331,839
359,725
236,634
267,413
833,953
12,570
164,844
451,554
290,462
389,867
72,174
522,905
178,891
176,734
411,856
726,742
555,649
762,805
623,927
515,818
71,412
1,55
236,778
413,777
64,383
232,613
233,605
530,622
818,829
56,86
312,498
684,932
43,592
8,510
174,484
223,423
358,594
379,381
18,760
593,706
39,619
209,819
677,721
102,487
93,690
4,544
396,948
231,418
370,743
506,638
710,886
642,693
36,868
196,977
350,852
165,425
92,572
355,577
472,627
114,609
